"iec","company_name","file_number","file_date","application_type","office_id","old_name","address_line_1","address_line_2","city","district","state","pincode","gstin","membership_category","star_rating","annual_turnover","export_turnover","rcmc_valid_upto"
"0202004244","ACME SAFETY WEARS LIMITED","RCMCRENEWFIEO00005190AM26","2025-04-03","Renewal of e-RCMC","3",NULL,"""ECOSTATION"" BLOCK-BP, PLOT NO.-7","5TH FLOOR, ROOM NO. - 504, SECTOR-V SALTLAKE CITY","KOLKATA","24 PARAGANAS NORTH","WEST BENGAL","700091","19AACCA1616M1ZO","Multi Product Group Category","-","0","28950653","2026-03-31"
"0202004511","PEEKAY AGENCIES PVT LTD","RCMCRENEWFIEO00027333AM26","2025-05-09","Renewal of e-RCMC","3",NULL,"7/1, LORD SINHA ROAD,LORDS-506,","CONTACT NO: 919830065646","KOLKATA","KOLKATA","WEST BENGAL","700071","19AABCP5428M1Z0","One Star Export House Category","One Star Export House","2161944730","0","2026-03-31"
"0202004775","ELOGIX SOFTWARE PRIVATE LIMITED","RCMCRENEWFIEO00048533AM23","2023-03-16","Renewal of e-RCMC","3",NULL,"PREMISES NO 07-313,PLOT NO-DH-6/45","ACTION AREA-1, NEW TOWN CONTACT NO: 919830153490","KOLKATA","24 PARAGANAS NORTH","WEST BENGAL","700156","19AAACE9856F1ZB","Premium Multi Product Group Category","-","76728603","0","2024-03-31"
"0202004911","BASU INTERNATIONAL","RCMCRENEWFIEO00092951AM24","2024-03-27","Renewal of e-RCMC","3",NULL,"9/2A, JAGANNATH DUTTA LANE",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700009","19AAFFB9704P1ZV","Three Star Export House Category","Three Star Export House","2030000000","0","2026-03-31"
"0202005330","PROJECT CONSULTANCY SERVICES","RCMCRENEWFIEO00094519AM25","2025-03-23","Renewal of e-RCMC","3",NULL,"JINDAL TOWERS, FLAT 203,","21/1A/3, DARGA ROAD,","KOLKATA(W.B.)","KOLKATA","WEST BENGAL","700017","19AAFFP2867D1Z4","Multi Product Group Category","-","7803755","7803755","2026-03-31"
"0202005372","SHRADDHA OVERSEAS PRIVATE LIMITED","RCMCRENEWFIEO00055729AM25","2024-08-22","Renewal of e-RCMC","3",NULL,"301, BHAGWATI CHAMBERS, 2ND FLOOR","3, PRINCEP LANE","KOLKATA","KOLKATA","WEST BENGAL","700072","19AAGCS9695E1ZO","Premium Multi Product Group Category","-","14000000000","0","2026-03-31"
"0202005437","INDARSEN SHAMLAL PRIVATE LIMITED","RCMCRENEWFIEO00098222AM25","2025-03-25","Renewal of e-RCMC","3",NULL,"27, AMAN KUNJ, SARAT BOSE ROAD,","2ND FLOOR,","KOLKATA","KOLKATA","WEST BENGAL","700020","19AAACI6553R1ZU","Two Star Export house Category","Two Star Export house","534830410.17","541236666.45","2026-03-31"
"0202005941","ACE INTERNATIONAL,","RCMCRENEWFIEO00058500AM26","2025-09-01","Renewal of e-RCMC","3",NULL,"188/44/2, PRINCE ANWAR SHAH ROAD",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700045","19ADXPG9593Q1Z0","Multi Product Group Category","-","1200000","0","2026-03-31"
"0202007456","SUPER SHELLAC PVT LTD","RCMCRENEWFIEO00095957AM25","2025-03-24","Renewal of e-RCMC","3",NULL,"49/K, DR ABANI DUTTA ROAD","SALKIA","HOWRAH","HOWRAH","WEST BENGAL","711106","19AAGCS4241Q1ZR","Multi Product Group Category","-","30055000","0","2026-03-31"
"0202007979","SARKAR INTERNATIONAL","RCMCAPPLYFIEO00071463AM24","2024-01-31","Issuance of e-RCMC","3",NULL,"31B, SOUTH END PARK",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700029","19AAXFS8910N1Z2","Multi Product Group Category","-","30725700","0","2025-03-31"
"0202008215","MINT EXPORTS","RCMCRENEWFIEO00069637AM25","2024-11-27","Renewal of e-RCMC","3",NULL,"1A, NANDA MULLICK LANE,","CONTACT NO: 919830934957","KOLKATA","KOLKATA","WEST BENGAL","700006","19ACDPC5465G1ZO","Premium Multi Product Group Category","-","80000000","0","2026-03-31"
"0202009505","ALFA MARKETING","RCMCRENEWFIEO00021935AM23","2022-07-15","Renewal of e-RCMC","3",NULL,"A/139, H.B.TOWN, ROAD NO.-5","P.O.SODEPUR","NORTH TWETY FOUR PARGANAS","24 PARAGANAS NORTH","WEST BENGAL","700110","19ADMPC3140J1ZM","Multi Product Group Category","-","0","0","2023-03-31"
"0202011551","SURABHI ENTERPRISES PRIVATE LIMITED","RCMCRENEWFIEO00025466AM25","2024-05-05","Renewal of e-RCMC","3",NULL,"224A AJC BOSE ROAD","9TH FLOOR R NO 903 CONTACT NO: 919836388632","KOLKATA","KOLKATA","WEST BENGAL","700017","19AAGCS5822F1Z9","Multi Product Group Category","-","20000000","0","2026-03-31"
"0202011861","GANGOTRI IMPEX","RCMCRENEWFIEO00004689AM24","2023-04-09","Renewal of e-RCMC","3",NULL,"20B, NIMTALA GHAT STREET,",NULL,"KOLKATA (W.B.)","KOLKATA","WEST BENGAL","700006","19ACHPC6328E1ZS","Multi Product Group Category","-","4849111","0","2024-03-31"
"0202011887","S M INTERNATIONAL","RCMCRENEWFIEO00085678AM25","2025-03-04","Renewal of e-RCMC","3",NULL,"109 HEMANTA MUKHOPADHAYA SARANI,","1ST FLOOR, PRATIMA APARTMENT","KOLKATA","KOLKATA","WEST BENGAL","700029","19AARFS4331F1ZY","Multi Product Group Category","-","28500000","28500000","2026-03-31"
"0202011941","MAA LAXMI INDUSTRY","RCMCRENEWFIEO00087840AM24","2024-03-22","Renewal of e-RCMC","3",NULL,"(PROP. RAJENDRA KUMAR GOYAL),","ANDUL ROAD, PANCHPARA, RADHADASHI","KOLKATA","HOWRAH","WEST BENGAL","711313","19ADOPG8494M1ZJ","Multi Product Group Category","-","0","0","2025-03-31"
"0202012492","BDB EXPORTS PRIVATE LIMITED","RCMCRENEWFIEO00101813AM25","2025-03-27","Renewal of e-RCMC","3",NULL,"2, CLIVE GHAT STREET, SAGAR ESTATE","3RD FLOOR, UNIT NO. 5","KOLKATA","KOLKATA","WEST BENGAL","700001","19AABCB9310N1ZF","Two Star Export house Category","Two Star Export house","592700000","431700000","2026-03-31"
"0202012671","BORIS IMPORT & EXPORT COMPANY","RCMCRENEWFIEO00057101AM25","2024-08-30","Renewal of e-RCMC","3",NULL,"MS-6/16, BENGAL AMBUJA HOUSE DEV  LTD.","CITY CENTRE, DURGAPUR BURDWAN,","DURGAPUR","BARDHAMAN","WEST BENGAL","713216","19AGDPB6254C1ZS","One Star Export House Category","One Star Export House","0","0","2026-03-31"
"0202013812","VISION COMPTEL,","RCMCRENEWFIEO00052221AM26","2025-07-29","Renewal of e-RCMC","3",NULL,"BF 135, SECTOR-1,SALT LAKE,","CONTACT NO: 9674176401","KOLKATA(W.B.)","24 PARAGANAS NORTH","WEST BENGAL","700064","19ADNPG3833F1ZI","Premium Multi Product Group Category","-","330000000","53030830","2026-03-31"
"0202013987","DUNCANS TEA LTD","RCMCRENEWFIEO00095068AM25","2025-03-23","Renewal of e-RCMC","3",NULL,"31, NETAJI SUBHAS ROAD","DUNCAN HOUSE","KOLKATA","KOLKATA","WEST BENGAL","700001","19AABCD0201A1ZO","Multi Product Group Category","-","137","0","2026-03-31"
"0202014363","ABHA AGRO EXPORTS PRIVATE LIMITED","RCMCRENEWFIEO00009678AM26","2025-04-07","Renewal of e-RCMC","3",NULL,"32,JAWAHAR LAL NEHRU ROAD,OM TOWER,","12TH  FLOOR,ROOM NO.1206, CONTACT NO: 033 46024695","KOLKATA(W.B.)","KOLKATA","WEST BENGAL","700071","19AADCA8731E1ZQ","Three Star Export House Category","Three Star Export House","8905140000","176936000","2026-03-31"
"0202014380","RUNGTA SONS PVT LTD","RCMCRENEWFIEO00081856AM25","2025-02-14","Renewal of e-RCMC","3",NULL,"8A,EXPRESS TOWER,","42A,SHAKESPEARE SARANI","KOLKATA","KOLKATA","WEST BENGAL","700017","19AABCR2356N1ZZ","Multi Product Group Category","-","0","0","2026-03-31"
"0202014479","VINAYAK FOUNDERS PVT.LTD.","RCMCRENEWFIEO00020220AM24","2023-05-11","Renewal of e-RCMC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","243075497","0","2024-03-31"
"0202014886","SPS STEELS ROLLING MILLS LIMITED","RCMCRENEWFIEO00103282AM25","2025-03-28","Renewal of e-RCMC","3",NULL,"DIAMOND PRESTIGE 41A, A.J.C BOSE ROAD","7TH FLOOR, ROOM NO. 701","KOLKATA","KOLKATA","WEST BENGAL","700017","19AAHCS8719G1ZW","Multi Product Group Category","-","35000000","0","2026-03-31"
"0202015190","RAMESWAR UDYOG PRIVATE LIMITED","RCMCRENEWFIEO00087063AM24","2024-03-21","Renewal of e-RCMC","12",NULL,"404, BALLESHWAR SQUARE, 4TH FLOOR","S.G. ROAD  OPP ISCKON TEMPLE","AHMEDABAD","AHMEDABAD","GUJARAT","380015","24AABCR2011A1ZF","Three Star Export House Category","Three Star Export House","4684139268","3205705146","2026-03-31"
"0202015581","MARCUS OILS & CHEMICALS PRIVATE LIMITED","RCMCRENEWFIEO00069463AM24","2024-01-18","Renewal of e-RCMC","3",NULL,"KASBERIA,HPL LINK ROAD,","HALDIA,","HALDIA","MEDINIPUR EAST","WEST BENGAL","721602","19AADCM2054Q1Z1","Premium Multi Product Group Category","-","1460000000","0","2027-03-31"
"0202015866","K T C NIRYAT COMPANY PRIVATE LIMITED","RCMCRENEWFIEO00080131AM25","2025-02-05","Renewal of e-RCMC","3",NULL,"4B CHAITAN SETH STREET,","2ND FLOOR","KOLKATA","KOLKATA","WEST BENGAL","700007","19AABCK9039M2ZX","Multi Product Group Category","-","0","0","2026-03-31"
"0202016137","IRC NATURAL RESOURCES PRIVATE LIMITED","RCMCRENEWFIEO00087518AM24","2024-03-22","Renewal of e-RCMC","3",NULL,"IRC HOUSE","1 SUNYAT SEN STREET, KOLKATA-700012 CONTACT NO: 919830016247","KOLKATA","KOLKATA","WEST BENGAL","700012","19AADCA9364K1Z6","Premium Multi Product Group Category","-","445421397","0","2026-03-31"
"0202016196","SOUMEN ENTERPRISE","RCMCRENEWFIEO00008991AM24","2023-04-17","Renewal of e-RCMC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","73042398","0","2024-03-31"
"0202016439","TRIDENT EXPORT CORPORATION","RCMCSURREFIEO038764AM26","2025-07-25","Surrender of e-RCMC","3",NULL,"7/1, LORD SINHA ROAD","4TH FLOOR,, ROOM NO. 412","KOLKATA","KOLKATA","WEST BENGAL","700071","19AACFT7395P1Z5","Multi Product Group Category","-","0","0","2025-03-31"
"0202017915","A D ELECTRO STEEL CO PVT LTD","RCMCRENEWFIEO00019525AM26","2025-04-23","Renewal of e-RCMC","3",NULL,"BALTIKURI, SURKIMILL,","KALITALA,","HOWRAH","HOWRAH","WEST BENGAL","711113","19AACCA1827A1Z8","Premium Multi Product Group Category","-","571692696","0","2026-03-31"
"0202018342","B M T JUTE EXPORT LTD","RCMCRENEWFIEO00047926AM23","2023-03-15","Renewal of e-RCMC","3",NULL,"1ST FLOOR, 3A, GARSTIN PLACE",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700001","19AABCB4385P1Z2","Multi Product Group Category","-","0","0","2024-03-31"
"0202018962","PRAYAS","RCMCRENEWFIEO00019782AM25","2024-04-24","Renewal of e-RCMC","3",NULL,"22B ROYD STREET",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700016","19AFEPR0691H1Z6","Three Star Export House Category","Three Star Export House","6000000","0","2025-03-31"
"0202019799","ASHA DIE TOOLS CO","RCMCRENEWFIEO00056598AM23","2023-03-30","Renewal of e-RCMC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","20000000","0","2026-03-31"
"0202021912","SOMANI INTERNATIONAL","RCMCAPPLYFIEO00085250AM24","2024-03-19","Issuance of e-RCMC","14",NULL,"4/B/35, FIRST FLOOR","WARD NO. 07","ILKAL","BAGALKOT","KARNATAKA","587125","29AKWPS4777N1ZN","Multi Product Group Category","-","49209319","4201956","2025-03-31"
"0202022056","MANAKAMNA FLOUR MILLS PRIVATE LIMITED","RCMCRENEWFIEO00064296AM24","2023-12-11","Renewal of e-RCMC","3",NULL,"ROOM NO. 101D, SWAIKA CENTER, 1ST FLOOR ,","CONTACT 4A POLLOCK STREET, NO: (0353)2433023 FAX NO.(0353)2430759","KOLKATA","KOLKATA","WEST BENGAL","700001","19AADCM2984R1ZK","Premium Multi Product Group Category","-","488896129","0","2026-03-31"
"0203000293","D G EXPORTS PVT LTD","RCMCRENEWFIEO00004067AM26","2025-04-02","Renewal of e-RCMC","3",NULL,"40, STRAND ROAD, 2ND FLOOR, ROOM NO.63",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700001","19AABCD7218D1ZV","One Star Export House Category","One Star Export House","0","0","2026-03-31"
"0203000412","INSPECTORATE GRIFFITH INDIA PVT LTD","RCMCRENEWFIEO00101339AM25","2025-03-27","Renewal of e-RCMC","3",NULL,"ECO-CENTRE,16TH FLOOR,UNIT-1601,BLOCK EM04","SALTLAKE,SEC-V,BIDHAN NAGAR P.S.EAST, 24 PARGANAS NORTH","KOLKATA","24 PARAGANAS NORTH","WEST BENGAL","700091","19AABCI0315E2Z3","Premium Multi Product Group Category","-","2073318000","0","2026-03-31"
"0203002067","SHYAM FERRO ALLOYS LTD.","RCMCRENEWFIEO00093099AM25","2025-03-20","Renewal of e-RCMC","3",NULL,"VISHWAKARMA BUILDING,","86C, TOPSIA ROAD, 2ND FLOOR","KOLKATA","KOLKATA","WEST BENGAL","700046","19AADCS7376M1ZK","Four Star Export House Category","Four Star Export House","22000000000","0","2026-03-31"
"0203002075","VIVID CLOTHING PVT. LTD.","RCMCRENEWFIEO00006979AM24","2023-04-12","Renewal of e-RCMC","3",NULL,"8, ASHUTOSH MUKHERJEE ROAD","1ST FLOOR","KOLKATA","KOLKATA","WEST BENGAL","700020","19AAACN8797N1ZF","Multi Product Group Category","-","0","0","2026-03-31"
"0203002237","JAY BABA BAKRESWAR RICE MILL PRIVATE LIMITED","RCMCRENEWFIEO00080220AM25","2025-02-05","Renewal of e-RCMC","3",NULL,"16 STRAND ROAD, DIAMOND HERITAGE","NEW BLOCK, 14TH FLOOR, UNIT: N-1413","KOLKATA","KOLKATA","WEST BENGAL","700001","19AABCJ2210R1ZE","Three Star Export House Category","Three Star Export House","0","158624990.12","2026-03-31"
"0203003187","JUCO PRODUCTS","RCMCAPPLYFIEO00009543AM26","2025-04-07","Issuance of e-RCMC","3",NULL,"550 MONDAL PARA ROAD","GARIA MAIN ROAD","KOLKATA","24 PARAGANAS SOUTH","WEST BENGAL","700084","19ADQPG0988A1ZF","Premium Multi Product Group Category","-","64711578.53","64711578.53","2026-03-31"
"0203003519","DHANUKA UDYOG PRIVATE LIMITED","RCMCRENEWFIEO00021017AM26","2025-04-27","Renewal of e-RCMC","3",NULL,"C-203,  BLOCK- DC, CITY CENTRE,","SALT LAKE","KOLKATA","24 PARAGANAS NORTH","WEST BENGAL","700064","19AAHCS1846A1ZI","One Star Export House Category","One Star Export House","0","0","2026-03-31"
"0203004116","ELKOS PENS LIMITED","RCMCRENEWFIEO00000236AM26","2025-03-31","Renewal of e-RCMC","3",NULL,"16, STRAND ROAD,DIAMOND HERITAGE,","NEW BLOCK,10TH FLOOR,RM NO.1015A","KOLKATA","KOLKATA","WEST BENGAL","700001","19AABCE1787C1ZQ","One Star Export House Category","One Star Export House","0","134322271","2026-03-31"
"0203004337","HALDIA STEELS PRIVATE LIMITED","RCMCRENEWFIEO00080219AM25","2025-02-05","Renewal of e-RCMC","3",NULL,"37, SHAKESPEARE SARANI","4TH FLOOR","KOLKATA","KOLKATA","WEST BENGAL","700017","19AAACH6712K1ZG","Premium Multi Product Group Category","-","3722228000","12185954","2026-03-31"
"0203006038","SAHANI OVERSEAS CORPORATION,","RCMCRENEWFIEO00047308AM24","2023-08-18","Renewal of e-RCMC","3",NULL,"49/1 SURENDRA NATH BANERJEE ROAD","TALTALA BAZAR, PH 7003351537","KOLKATA(W.B.)","KOLKATA","WEST BENGAL","700014","19ARWPS6342L1ZP","Multi Product Group Category","-","0","0","2024-03-31"
"0203006810","SHREE BALAJI MUSICALS PRIVATE LIMITED","RCMCRENEWFIEO00099558AM25","2025-03-26","Renewal of e-RCMC","3",NULL,"91, AKSHAY KUMAR MUKHERJEE ROAD,",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700090","19AAHCS2238Q1ZP","Multi Product Group Category","-","15700000","0","2026-03-31"
"0203008472","LUX INDUSTRIES LIMITED","RCMCRENEWFIEO00034706AM26","2025-05-28","Renewal of e-RCMC","3",NULL,"39","KALI KRISHNA TAGORE STREET","KOLKATA","KOLKATA","WEST BENGAL","700007","19AAACL5023B1Z1","Three Star Export House Category","Three Star Export House","1255000000","1230053119","2026-03-31"
"0203008626","ESSPEE ENGINEERS","RCMCRENEWFIEO00053326AM25","2024-08-07","Renewal of e-RCMC","3",NULL,"ESSPEE ENGINEERS ,N-627, DAIMOND HERITAGE BUILDING","16 STRAND ROAD","KOLKATA","KOLKATA","WEST BENGAL","700001","19AAAFE6890L1ZW","Premium Multi Product Group Category","-","90473876","0","2025-03-31"
"0203008693","NILACHAL IRON & POWER LIMITED","RCMCRENEWFIEO00042202AM25","2024-06-21","Renewal of e-RCMC","3",NULL,"SAGAR TRADE CUBE, 4TH FLOOR, ROOM NO. 403","104, S.P. MUKHERJEE ROAD","KOLKATA","KOLKATA","WEST BENGAL","700026","20AABCN5428K1ZN","Multi Product Group Category","-","0","0","2025-03-31"
"0203009517","SINHAL BROTHERS & CO","RCMCAPPLYFIEO00055690AM26","2025-08-17","Issuance of e-RCMC","3",NULL,"SEVOKE ROAD,","P.O.-SILIGURI, DIST.-DARJEELING, CONTACT NO: 0353-2430271","WEST BENGAL","DARJEELING","WEST BENGAL","734001","19AAKFS6700M1ZP","Premium Multi Product Group Category","-","307563868.84","0","2030-03-31"
"0203009533","ESSEM ENTERPRISE","RCMCRENEWFIEO00052414AM23","2023-03-26","Renewal of e-RCMC","3",NULL,"7, RED CROSS PLACE,","2ND FLOOR, CONTACT NO: (033) 2231-8876, (033) 2231-8914,","KOLKATA. WEST BENGAL.","KOLKATA","WEST BENGAL","700012","19AAAFE9420C1ZR","Multi Product Group Category","-","1512000","1368000","2025-03-31"
"0203009819","S D INTERNATIONAL","RCMCRENEWFIEO00068526AM25","2024-11-19","Renewal of e-RCMC","3",NULL,"22/1B NIMTOLA GHAT STREET,2ND FLOOR,",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700006","19AFYPD0627H1Z8","Two Star Export house Category","Two Star Export house","111688338","111688338","2026-03-31"
"0203010531","SARKAR TRADERS","RCMCAPPLYFIEO00018921AM25","2024-04-23","Issuance of e-RCMC","3",NULL,"VILL. PURBAPARA","P.O.& P.S. - BONGAON,","WEST BENGAL","24 PARAGANAS NORTH","WEST BENGAL","743235","19ALGPS3222H1Z1","Multi Product Group Category","-","4000000","0","2025-03-31"
"0203011643","ASHOKA EXPORTS","RCMCRENEWFIEO00056583AM23","2023-03-30","Renewal of e-RCMC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"One Star Export House Category","One Star Export House","331893805","321121380","2028-03-31"
"0203012291","CDC PRINTERS PRIVATE LIMITED","RCMCRENEWFIEO00076013AM25","2025-01-10","Renewal of e-RCMC","3",NULL,"PLOT NO 5,6,16 AND 17, TANGRA INDUSTRIAL ESTATE II","45 RADHANATH CHOWDHURY ROAD","KOLKATA","KOLKATA","WEST BENGAL","700015","19AABCC2946B1ZZ","Two Star Export house Category","Two Star Export house","0","16251263.05","2026-03-31"
"0203012721","ARTISANS  EFFORT","RCMCRENEWFIEO00019051AM26","2025-04-22","Renewal of e-RCMC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","17500000","17500000","2026-03-31"
"0203012950","JAI BALAJI INDUSTRIES LIMITED","RCMCRENEWFIEO00058581AM26","2025-09-02","Renewal of e-RCMC","3",NULL,"5","BENTINCK STREET","KOLKATA","KOLKATA","WEST BENGAL","700001","19AAACJ7961J1Z3","Three Star Export House Category","Three Star Export House","36999130","3537684042.64","2027-03-31"
"0203013310","SHAKAMBARI ENTERPRISES (INDIA) PRIVATE LIMITED","RCMCRENEWFIEO00049826AM25","2024-07-21","Renewal of e-RCMC","3",NULL,"1/1A, NANDA MULLICK LANE,",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700006","19AAHCS3265P1ZM","Premium Multi Product Group Category","-","5304000000","0","2025-03-31"
"0203013484","ALLOYS & METALS INDIA","RCMCRENEWFIEO00012122AM24","2023-04-23","Renewal of e-RCMC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Two Star Export house Category","Two Star Export house","1075783519.31","0","2027-03-31"
"0203013573","ACROMONT CORPORATION","RCMCRENEWFIEO00006095AM25","2024-04-04","Renewal of e-RCMC","3",NULL,"6B, TIRUMALA,","35A, BALLYGUNGE PARK","KOLKATA","KOLKATA","WEST BENGAL","700019","19AFKPA6258B1ZM","One Star Export House Category","One Star Export House","5500000","0","2027-03-31"
"0203013662","SYAMA PRASAD MOOKERJEE PORT,KOLKATA","RCMCRENEWFIEO00011678AM25","2024-04-11","Renewal of e-RCMC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","28000000000","0","2029-03-31"
"0203013808","SOHAM COMMERCIAL","RCMCEDITCFIEO098896AM24","2024-02-18","Edit Certificate Details of e-RCMC","3",NULL,"7B, KAPALITOLA LANE","2ND FLOOR","KOLKATA","KOLKATA","WEST BENGAL","700012","19ANMPS2080F1ZP","Premium Multi Product Group Category","-","175000000","0","2029-03-31"
"0203015649","GANGES JUTE PRIVATE LIMITED","RCMCRENEWFIEO00085922AM25","2025-03-05","Renewal of e-RCMC","3",NULL,"FLAT NO 5, 6TH FLOOR,","33 A, JAWAHARLAL NEHRU ROAD,","KOLKATA,WEST","KOLKATA","WEST BENGAL","700071","19AABCG9362M1Z0","Three Star Export House Category","Three Star Export House","0","6516328674","2026-03-31"
"0203017617","JEMAT SPEEDTEX PRIVATE LIMITED","RCMCRENEWFIEO00098665AM25","2025-03-26","Renewal of e-RCMC","3",NULL,"45, MIRZA GHALIB STREET","1ST FLOOR","KOLKATA","KOLKATA","WEST BENGAL","700016","19AABCJ2853N1Z5","Multi Product Group Category","-","17335850","0","2026-03-31"
"0203018451","R A EXPORTS","RCMCAPPLYFIEO00040249AM25","2024-06-13","Issuance of e-RCMC","3",NULL,"16A/2 CHANDRA NATH ROY ROAD","TOPSIA, KOLKATA","KOLKATA","KOLKATA","WEST BENGAL","700039","19AAGFR6746Q1Z8","Multi Product Group Category","-","50000000","50000000","2027-03-31"
"0203018478","NCGB RETROFIT PRIVATE LIMITED","RCMCRENEWFIEO00094589AM25","2025-03-23","Renewal of e-RCMC","3",NULL,"3A, ST. GEORGE TERRACE HASTINGS",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700022","19AAACN8752B1ZH","Multi Product Group Category","-","6526492","0","2026-03-31"
"0203019148","MITTAL TECHNOPACK PRIVATE LIMITED","RCMCRENEWFIEO00100687AM25","2025-03-27","Renewal of e-RCMC","3",NULL,"EOU JALAN INDL. COMPLEX,GATE","NO.3,LANE NO.5, SANKHARIDAHA,DOMJUR","HOWRAH","HOWRAH","WEST BENGAL","711411","19AADCM4589Q1ZH","Premium Multi Product Group Category","-","1512974000","0","2026-03-31"
"0203019407","SHAKAMBHARI ISPAT & POWER LIMITED","RCMCRENEWFIEO00104175AM25","2025-03-30","Renewal of e-RCMC","3",NULL,"DIAMOND PRESTIGE 41A AJC BOSE ROAD","ROOM NO-801 8TH FLOOR","KOLKATA","KOLKATA","WEST BENGAL","700017","19AADCM1189L1Z1","Four Star Export House Category","Four Star Export House","0","3935147666.69","2026-03-31"
"0203019458","BANARSI DAS AND SONS","RCMCRENEWFIEO00019348AM26","2025-04-23","Renewal of e-RCMC","3",NULL,"204, A.J.C BOSE ROAD","AJC TOWERS, 5TH FLOOR","KOLKATA","KOLKATA","WEST BENGAL","700017","19AAFFB6356F1ZE","Three Star Export House Category","Three Star Export House","0","0","2026-03-31"
"0203019512","RITWIK ENTERPRISE","RCMCRENEWFIEO00014507AM25","2024-04-16","Renewal of e-RCMC","3",NULL,"NATUNPARA","HANSKHALIPOLE","BAKULTALA","HOWRAH","WEST BENGAL","711109","19AILPM4813G1Z3","Multi Product Group Category","-","6000000","0","2026-03-31"
"0203019709","SACHIYA MAATA EXPORTS","RCMCRENEWFIEO00027065AM24","2023-05-29","Renewal of e-RCMC","3",NULL,"SACHIYA MAATA EXPORTS","ROOM NO.255, 89,N.S.ROAD,2ND FLOOR,","KOLKATA","KOLKATA","WEST BENGAL","700001","19AFHPM5357E1Z9","Multi Product Group Category","-","1883220","0","2025-03-31"
"0203020171","GANESH CONSUMER PRODUCTS LIMITED","RCMCAPPLYFIEO00015286AM26","2025-04-15","Issuance of e-RCMC","3",NULL,"88","BURTOLLA STREET","KOLKATA","KOLKATA","WEST BENGAL","700007","19AABCG8539N1ZX","Multi Product Group Category","-","0","0","2026-03-31"
"0203020286","S V JUTE INDUSTRIES","RCMCAPPLYFIEO00037355AM25","2024-06-04","Issuance of e-RCMC","3",NULL,"P-11, CHITPUR SPUR,","3RD FLOOR","KOLKATA(W.B.)","KOLKATA","WEST BENGAL","700007","19AOSPS7806L1ZW","Premium Multi Product Group Category","-","132231077","0","2025-03-31"
"0203021908","RUPA INTERNATIONAL","RCMCAPPLYFIEO00007181AM25","2024-04-05","Issuance of e-RCMC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","0","0","2025-03-31"
"0203023439","APARNA CARBONS PRIVATE LIMITED","RCMCRENEWFIEO00052424AM25","2024-08-02","Renewal of e-RCMC","3",NULL,"PLOT NO. 88-90","DHAMDHA ROAD, JEWRA SIRSA","DURG","DURG","CHHATTISGARH","491001","22AAECA2064R1ZL","Premium Multi Product Group Category","-","2860500000","0","2025-03-31"
"0203023706","CREATIVE TRADE & EXPORT PVT LTD","RCMCRENEWFIEO00093338AM25","2025-03-20","Renewal of e-RCMC","3",NULL,"DIAMOND HERITAGE, 16 STRAND ROAD,","7TH FLOOR, UNIT NO -N701A","KOLKATA","KOLKATA","WEST BENGAL","700001","19AACCC1602R1ZI","Multi Product Group Category","-","5400000","0","2026-03-31"
"0203023714","SRI BALAJI","RCMCRENEWFIEO00100638AM25","2025-03-27","Renewal of e-RCMC","3",NULL,"SAKET TOWER - 1 FLAT 1001 10TH FLOOR","SAKET","THANE WEST","THANE","MAHARASHTRA","400601","27AFRPB4353H1ZD","Multi Product Group Category","-","22261328","0","2026-03-31"
"0203024419","AKASH EXPORT","RCMCRENEWFIEO00045389AM26","2025-06-30","Renewal of e-RCMC","3",NULL,"35,SUBORBON SCHOOL ROAD","CONTACT NO: 919830829861","KOLKATA","KOLKATA","WEST BENGAL","700025","19AAQPH8386Q1ZF","One Star Export House Category","One Star Export House","0","0","2026-03-31"
"0203025199","RAJSHAHI BANIJYA PRIVATE LIMITED","RCMCRENEWFIEO00081020AM24","2024-03-12","Renewal of e-RCMC","3",NULL,"BISWAKARMA WEIGH BRIDGE BLDG.,","JALPAI MORE,","SILIGURI, W.B.","DARJEELING","WEST BENGAL","734005","19AACCR3475M1ZU","One Star Export House Category","One Star Export House","510000000","0","2027-03-31"
